cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,no
f,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,no
x,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,no
x,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,no
x,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,no
x,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,no
x,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,no
x,f,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,yes
f,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,no
x,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,no
f,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,no
x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,yes
x,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,no
f,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,no
f,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,no
x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,yes
x,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,no
x,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,no
x,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,no
x,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,no
x,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,no
x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,no
f,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,no
x,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,no
x,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,no
x,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,no
x,y,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,no
x,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,no
x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,yes
x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,no
x,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,no
x,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,no
x,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,no
x,y,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,no
f,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,no
x,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,no
f,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,no
x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,yes
x,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,no
x,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,no
x,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,no
x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,no
f,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,no
x,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,no
f,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,no
x,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,no
x,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,no
x,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,no
x,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,no
x,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,no
x,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,no
x,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,no
x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,no
x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,yes
f,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,no
x,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,no
f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,no
f,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,no
x,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,no
f,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,no
x,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,no
f,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,no
x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,no
x,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,no
f,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,no
x,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,no
x,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,no
f,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,no
x,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,no
f,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,no
f,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,no
x,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,no
x,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,no
f,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,no
x,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,no
f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,no
x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,no
x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,no
x,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,no
x,f,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,no
x,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,no
x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,no
x,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,no
x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,no
x,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,no
x,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,no
x,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,no
x,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,no
x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,no
x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,no
x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,no
x,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,no
f,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,no
f,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,no
x,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,no
x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,yes
x,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,no
x,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,no
x,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,no
f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,no
x,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,no
f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,no
x,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,no
x,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,no
x,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,no
f,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,no
x,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,no
f,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,no
x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,yes
x,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,no
x,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,no
x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,no
x,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,no
x,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,no
x,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,no
x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,no
x,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,no
x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,no
x,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,no
f,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,no
x,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,no
x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,no
f,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,no
x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,no
f,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,no
x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,no
f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,no
x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,no
f,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,no
x,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,no
x,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,no
x,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,no
x,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,no
x,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,no
x,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,no
x,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,no
x,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,no
f,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,no
x,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,no
f,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,no
x,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,no
x,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,no
x,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,no
x,f,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,yes
x,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,no
x,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,no
x,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,no
x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,no
x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,no
f,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,no
x,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,no
x,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,no
x,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,no
x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,no
x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,yes
f,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,no
x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,no
x,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,no
x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,yes
f,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,no
x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,no
x,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,no
x,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,no
x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,no
x,y,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,no
x,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,no
f,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,no
f,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,no
f,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,no
x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,no
x,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,no
f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,no
x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,no
f,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,no
x,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,no
x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,no
x,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,no
x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,no
x,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,no
x,f,w,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,yes
x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,no
x,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,no
x,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,no
f,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,no
x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,no
f,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,no
x,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,no
f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,no
x,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,no
x,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,no
x,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,no
x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,no
f,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,no
x,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,no
x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,no
x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,no
x,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,no
x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,no
f,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,no
x,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,no
x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,no
x,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,no
x,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,no
x,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,no
f,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,no
x,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,no
f,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,no
x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,no
f,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,no
x,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,no
x,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,no
x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,no
x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,no
x,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,no
x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,no
f,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,no
f,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,no
x,y,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,no
x,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,no
x,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,no
x,f,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,yes
x,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,no
x,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,no
f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,no
x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,no
x,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,no
x,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,no
f,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,no
x,f,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,no
x,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,no
